children,age,income,outage_sec_wk,email,contacts,yr_equip_failure,tenure,monthly_charge
-0.9723379092716081,0.7209252390349075,-0.39879520232492366,-0.6800861498327367,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,-1.0487278624349317,-0.003931576907287564
-0.5065919164222484,-1.2599571596643748,-0.6419640184471092,0.5703062658356436,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,-1.2619891803025465,1.6303364050971456
0.8906460621258305,-0.14873044819892378,-1.0708872838689896,0.25241558450742874,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,-0.7099452971825657,-0.2952153866870076
-0.5065919164222484,-0.2453588578915717,-0.7405153003493338,1.6506641310261414,0.986202794872424,1.0175876473118841,-0.6258635316811727,-0.6595325756508171,-1.2265178200816995
-0.9723379092716081,1.4456383117297669,0.009488679841435135,-0.623295954119768,1.316699710044148,1.0175876473118841,0.9466579047036832,-1.2425502164110842,-0.528093392587008
0.4249000692764709,1.4456383117297669,-0.6080615263641561,-0.531221908999334,0.986202794872424,2.0293073205191656,0.9466579047036832,-1.0409749682758855,0.2883768960983934
-0.9723379092716081,1.2523814923444712,-1.0049972940257608,0.3969113487475263,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,-0.8051357098572927,0.6402788508138838
-0.04084592357288879,-1.115014545125403,-0.4626992721298206,-0.7425889687831045,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-1.1444855600481256,-1.3430965498352396
-0.04084592357288879,-0.19704465304524774,0.6676793211171772,-1.4324722338643152,2.638687370731043,1.0175876473118841,4.0917007774733944,-0.9948357932805868,-1.2844578679496195
-0.5065919164222484,1.5905809262687387,0.3696849267938981,-0.434779387285594,1.9776935403875957,0.005867974104602262,-0.6258635316811727,-1.1763291545940613,-0.2361808121913576
2.2878840406739096,-1.4532139790496708,-0.6108985549903446,-0.22173214419670567,-0.9967786961579193,-1.0058516991026796,2.519179341088539,-0.5770871645936438,0.054334500168892755
-0.04084592357288879,0.14115478087901998,-0.7611901464626827,-1.1159256991801942,1.6471966252158718,0.005867974104602262,0.9466579047036832,-0.9078142837197815,-0.5277673633787484
-0.9723379092716081,1.4456383117297669,1.5555628925407092,-0.580619298169786,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,-0.8136828029301924,-0.8194004901673189
1.3563920549751902,-1.1633287499717269,2.670621531206289,-1.3847550279989804,0.6557058797007002,0.005867974104602262,-0.6258635316811727,-0.6673989267975565,0.2875385352771534
-0.5065919164222484,-1.115014545125403,0.8670515078225771,0.6012216386498042,-0.6662817809861953,2.0293073205191656,-0.6258635316811727,-0.9252866598245584,-0.2947962062763876
0.4249000692764709,-0.6801867015084874,1.7467076962301624,0.2675372342534854,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.7811962854539943,0.11704854715776314
-0.9723379092716081,0.4793542148032877,-0.2889312687757723,1.1832371355424764,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.7088863652974277,0.5202768143736137
-0.04084592357288879,0.3344116002643158,0.15375158548312257,-0.05741021695622282,1.316699710044148,2.0293073205191656,-0.6258635316811727,-1.2186486110036838,0.6999887715266437
0.4249000692764709,0.3827258051106398,-0.01930716071437858,-0.14343560217823456,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,-0.658662738745168,-0.46887251568663774
0.4249000692764709,-1.4532139790496708,-0.7203369342455677,0.3092057802203975,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,-0.8214356970892386,-0.5281632559887783
